location,group_type,event_a,event_b,overlap_start,overlap_end,overlap_min,closures_in_pair,cascade_risk
"geo 12.918,77.589",geo,FKID005716,FKID004226,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005678,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005679,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005680,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005681,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005682,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005683,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005684,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005730,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005686,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005687,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005685,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005689,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005690,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005691,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005692,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005693,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005694,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005695,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005696,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005697,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005698,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID005688,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005716,FKID004225,2024-01-16 23:43:53.409964,2024-01-17 00:18:15.118206,34.4,0,2.9
"geo 12.918,77.589",geo,FKID005717,FKID005718,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005719,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005720,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005721,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005722,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005723,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005724,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005725,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005726,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005727,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005728,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005729,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005702,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005701,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005700,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005699,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID004226,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005678,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005679,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005680,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005681,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005682,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005683,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005684,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005730,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005686,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005687,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005685,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005689,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005690,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005691,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005692,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005693,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005694,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005695,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005696,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005697,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005698,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID005688,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005717,FKID004225,2024-01-16 23:43:53.409964,2024-01-17 00:18:15.118206,34.4,0,2.9
"geo 12.918,77.589",geo,FKID005718,FKID005719,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005720,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005721,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005722,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005723,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005724,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005725,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005726,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005727,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005728,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005729,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005702,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005701,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005700,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005699,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID004226,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005678,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005679,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005680,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005681,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005682,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005683,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005684,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005730,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005686,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005687,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005685,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005689,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005690,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005691,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005692,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005693,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005694,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005695,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005696,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005697,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005698,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID005688,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005718,FKID004225,2024-01-16 23:43:53.409964,2024-01-17 00:18:15.118206,34.4,0,2.9
"geo 12.918,77.589",geo,FKID005719,FKID005720,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005721,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005722,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005723,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005724,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005725,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005726,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005727,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005728,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005729,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005702,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005701,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005700,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005699,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID004226,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005678,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005679,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005680,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005681,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005682,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005683,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005684,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005730,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005686,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005687,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005685,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005689,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005690,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005691,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005692,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005693,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005694,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005695,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005696,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005697,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005698,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID005688,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005719,FKID004225,2024-01-16 23:43:53.409964,2024-01-17 00:18:15.118206,34.4,0,2.9
"geo 12.918,77.589",geo,FKID005720,FKID005721,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005722,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005723,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005724,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005725,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005726,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005727,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005728,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005729,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005702,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005701,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005700,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005699,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID004226,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005678,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005679,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005680,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005681,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005682,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005683,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005684,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005730,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005686,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005687,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005685,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005689,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005690,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005691,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005692,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005693,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005694,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005695,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005696,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005697,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005698,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID005688,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005720,FKID004225,2024-01-16 23:43:53.409964,2024-01-17 00:18:15.118206,34.4,0,2.9
"geo 12.918,77.589",geo,FKID005721,FKID005722,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005723,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005724,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005725,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005726,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005727,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005728,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005729,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005702,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005701,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005700,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005699,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID004226,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005678,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005679,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005680,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005681,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005682,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005683,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005684,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005730,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005686,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005687,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005685,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
